,Screen Name,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
133,CBS,Mon Jun 11 19:01:38 +0000 2018,"In case you missed it, watch the entire #TonyAwards now: https://t.co/Bm0yNV3Ff3 https://t.co/3GA5otlcPa",-0.296,0.0,0.167,0.833,35
134,CBS,Mon Jun 11 14:00:37 +0000 2018,How do you know @SaraBareilles and @joshgroban's music? #TonyAwards https://t.co/POMXBORfUT,0.0,0.0,0.0,1.0,36
135,CBS,Mon Jun 11 06:19:36 +0000 2018,Here are all the performances from the 2018 #TonyAwards: https://t.co/gN4ItpFlRd https://t.co/fSMNBXKC9r,0.0,0.0,0.0,1.0,37
136,CBS,Mon Jun 11 06:04:41 +0000 2018,See the complete list of winners from the 2018 #TonyAwards: https://t.co/9XK6CGeber https://t.co/HkUIN4Quej,0.477,0.22,0.0,0.78,38
137,CBS,Mon Jun 11 03:10:33 +0000 2018,An end to a magical evening. The Band's Visit wins for Best Musical! #TonyAwards https://t.co/ODza97n8YH,0.848,0.406,0.0,0.594,39
138,CBS,Mon Jun 11 03:02:06 +0000 2018,Congratulations are in order for @TheKatrinaLenk! She just won for Best Leading Actress in a Musical. #TonyAwards https://t.co/t9bNvpiEmH,0.92,0.463,0.0,0.537,40
139,CBS,Mon Jun 11 02:58:30 +0000 2018,"RT @CBSThisMorning: Hmm... something seems off here @SaraBareilles @JoshGroban. 😂

@WaitressMusical @GreatCometBway #TonyAwards https://t.c…",0.0,0.0,0.0,1.0,41
140,CBS,Mon Jun 11 02:56:40 +0000 2018,RT @_stobin13: watching the #TonyAwards after going to 3 broadway shows this weekend makes it even better 😍🤩,0.44,0.153,0.0,0.847,42
141,CBS,Mon Jun 11 02:56:10 +0000 2018,Tony Shalhoub wins Best Leading Actor in a Musical. #TonyAwards   #TheBandsVisit https://t.co/KcUDSicKI5,0.836,0.467,0.0,0.533,43
142,CBS,Mon Jun 11 02:53:00 +0000 2018,The Boss looks right at home on the #TonyAwards stage! https://t.co/pwjv4iydkn,0.0,0.0,0.0,1.0,44
143,CBS,Mon Jun 11 02:47:29 +0000 2018,RT @Aatamianphoto: Springsteen is on the #TonyAwards and I love it.,0.637,0.318,0.0,0.682,45
144,CBS,Mon Jun 11 02:44:50 +0000 2018,Inspiration: Get to your YES! #OnceOnThisIsland #TonyAwards https://t.co/Wjp0QIWfXq,0.798,0.543,0.0,0.457,46
145,CBS,Mon Jun 11 02:44:37 +0000 2018,The feeling when you win a Tony. 🙌 Congratulations to Once on This Island for winning Best Revival of a Musical!… https://t.co/UpFCqgBTwh,0.952,0.55,0.0,0.45,47
146,CBS,Mon Jun 11 02:33:09 +0000 2018,What a beautiful performance by the cast of #TheBandsVisit. #TonyAwards https://t.co/4Hw96kZvrf,0.599,0.302,0.0,0.698,48
147,CBS,Mon Jun 11 02:29:18 +0000 2018,"""I'm a living example of how theatre can change you - and it didn't just change me, it saved me."" @JohnLeguizamo at… https://t.co/4ICwMhb6hv",0.422,0.123,0.0,0.877,49
148,CBS,Mon Jun 11 02:23:56 +0000 2018,Angels in America takes the win for Best Revival of a Play! #TonyAwards https://t.co/zodW61tw8a,0.893,0.517,0.0,0.483,50
149,CBS,Mon Jun 11 02:21:03 +0000 2018,"RT @leahableson: The Once On This Island Goat And Chicken made it to the broadcast, Mama WILL provide #TonyAwards",0.0,0.0,0.0,1.0,51
150,CBS,Mon Jun 11 02:16:06 +0000 2018,That performance was the GOAT. #TonyAwards https://t.co/mtoU92HipQ,0.0,0.0,0.0,1.0,52
151,CBS,Mon Jun 11 02:11:03 +0000 2018,Harry Potter and the Cursed Child wins Best Play at the #TonyAwards! @HPPlayNYC https://t.co/WIqJQmtAlN,0.891,0.491,0.0,0.509,53
152,CBS,Mon Jun 11 02:05:47 +0000 2018,🎶 “Let's dance this last dance tonight.” 🎶 #TonyAwards #DonnaSummerMusical https://t.co/UAIaglChfv,0.0,0.0,0.0,1.0,54
153,CBS,Mon Jun 11 02:03:31 +0000 2018,Hope he brought enough birthday cake for everyone! #TonyAwards https://t.co/FlLbKV6oj8,0.493,0.262,0.0,0.738,55
154,CBS,Mon Jun 11 01:58:48 +0000 2018,@writerlindsayb You're welcome! #TonyAwards,0.509,0.523,0.0,0.477,56
155,CBS,Mon Jun 11 01:53:17 +0000 2018,RT @hjmayer8: I sure do love @DearEvanHansen 💙 #TonyAwards,0.758,0.565,0.0,0.435,57
156,CBS,Mon Jun 11 01:51:16 +0000 2018,"RT @Valerie4815: What a birthday present, the Tony audience singing happy birthday to you!! #TonyAwards",0.647,0.248,0.0,0.752,58
157,CBS,Mon Jun 11 01:38:23 +0000 2018,If only this performance could go on forever. #TonyAwards @FrozenBroadway https://t.co/p2BMUvyTxr,0.0,0.0,0.0,1.0,59
158,CBS,Mon Jun 11 01:37:36 +0000 2018,RT @anna_villanueva: Magnificent performance from the cast of @FrozenBroadway! #TonyAwards2018 #TonyAwards #Tonys,0.636,0.276,0.0,0.724,60
159,CBS,Mon Jun 11 01:30:56 +0000 2018,Glenda Jackson wins Best Leading Actress in a Play. #TonyAwards @threetallwomen https://t.co/GRp1gcBuiW,0.883,0.563,0.0,0.437,61
160,CBS,Mon Jun 11 01:29:21 +0000 2018,.@SaraBareilles is totally a Gryffindor. #TonyAwards https://t.co/OPQ7esk2dn,0.0,0.0,0.0,1.0,62
161,CBS,Mon Jun 11 01:26:03 +0000 2018,RT @IzzyNY202: How impressive are these Marjory Stoneman Douglas students? That #TonyAwards performance reduced me to tears. Amazing.,0.735,0.296,0.079,0.625,63
162,CBS,Mon Jun 11 01:25:59 +0000 2018,RT @KatLargent: MAGIC #TonyAwards,0.0,0.0,0.0,1.0,64
163,CBS,Mon Jun 11 01:24:46 +0000 2018,Such a touching moment at the #TonyAwards. ❤️ https://t.co/4kJWTHVPZ8,0.0,0.0,0.0,1.0,65
164,CBS,Mon Jun 11 01:24:12 +0000 2018,.@Matt_Morrison welcomes the Marjory Stoneman Douglas High School theatre department to the stage. #TonyAwards https://t.co/5dxa9smeka,0.402,0.162,0.0,0.838,66
165,CBS,Mon Jun 11 01:19:59 +0000 2018,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… https://t.co/m1aRNIHPRK,0.915,0.457,0.0,0.543,67
166,CBS,Mon Jun 11 01:12:31 +0000 2018,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards,0.637,0.375,0.0,0.625,68
167,CBS,Mon Jun 11 01:08:28 +0000 2018,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO,0.151,0.102,0.0,0.898,69
168,CBS,Mon Jun 11 01:08:24 +0000 2018,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards https://t.co/3WXd6AqgBi,0.153,0.148,0.0,0.852,70
169,CBS,Mon Jun 11 01:02:47 +0000 2018,Nathan Lane wins Best Featured Actor in a Play. #TonyAwards @angelsbway https://t.co/xc8M7JtLDE,0.883,0.563,0.0,0.437,71
170,CBS,Mon Jun 11 00:58:06 +0000 2018,🌟 @joshgroban and @SaraBareilles are Host Goals. 🌟 #TonyAwards https://t.co/OGQec8cXJ6,0.0,0.0,0.0,1.0,72
171,CBS,Mon Jun 11 00:52:34 +0000 2018,RT @adub369: This is unbelievable! @SaraBareilles and @joshgroban #TonyAwards,0.271,0.207,0.0,0.793,73
172,CBS,Mon Jun 11 00:51:11 +0000 2018,Who lives in a pineapple and just performed at The Tonys? 🍍🎶 The cast of SpongeBob SquarePants: The Musical!… https://t.co/mvFxdh9UJi,0.0,0.0,0.0,1.0,74
173,CBS,Mon Jun 11 00:50:18 +0000 2018,✨ @LindsayMendez wins Best Featured Actress in a Musical! #TonyAwards @carouselbway https://t.co/MtgFowscN5,0.848,0.506,0.0,0.494,75
174,CBS,Mon Jun 11 00:45:14 +0000 2018,A big congratulations to @springsteen for his Special Tony award! ✨ #TonyAwards https://t.co/i16u8uv9aT,0.886,0.565,0.0,0.435,76
175,CBS,Mon Jun 11 00:44:36 +0000 2018,Can the 73rd annual #TonyAwards just be three-hours of @TitussBurgess? https://t.co/3rCZwwTUtv,0.0,0.0,0.0,1.0,77
176,CBS,Mon Jun 11 00:35:41 +0000 2018,"RT @CBSThisMorning: ""We know there are a lot of you out there who have photos of yourself in school plays or community theater."" Post your…",0.25,0.08,0.0,0.92,78
177,CBS,Mon Jun 11 00:34:45 +0000 2018,Keep your acceptance speeches short or else the #TonyAwards will get the angels involved. #AngelsInAmerica 👼 https://t.co/oznhezRzDc,0.459,0.167,0.0,0.833,79
178,CBS,Mon Jun 11 00:31:28 +0000 2018,"If you haven't started singing, you will be the rest of the night. #TonyAwards #MyFairLady https://t.co/jbGXwnru8N",0.0,0.0,0.0,1.0,80
179,CBS,Mon Jun 11 00:27:42 +0000 2018,RT @marialena_rago: I like this opener for @MyFairLadyBway #TonyAwards,0.361,0.263,0.0,0.737,81
180,CBS,Mon Jun 11 00:27:00 +0000 2018,Laurie Metcalf wins Best Featured Actress in a Play! #TonyAwards @threetallwomen https://t.co/y4teyJaRPs,0.891,0.57,0.0,0.43,82
181,CBS,Mon Jun 11 00:24:31 +0000 2018,Tina Fey has a boat?? #MeanGirls #TonyAwards https://t.co/phYxmHMd3d,0.0,0.0,0.0,1.0,83
182,CBS,Mon Jun 11 00:22:15 +0000 2018,Representing the hardest-working men and women in Broadway… ensemble members from every nominated musical tonight!… https://t.co/imlEEnOUla,0.0,0.0,0.0,1.0,84
183,CBS,Mon Jun 11 00:22:15 +0000 2018,RT @misschae: I love theatre so much. #TonyAwards,0.637,0.412,0.0,0.588,85
184,CBS,Mon Jun 11 00:18:16 +0000 2018,On Wednesdays they wear pink and on Sundays they perform at the #TonyAwards. 💕 Who thought that performance by the… https://t.co/w7QDkaX6kF,0.0,0.0,0.0,1.0,86
185,CBS,Mon Jun 11 00:13:27 +0000 2018,"RT @MichaelJMoritz: ""We are all made perfectly and we all belong” - Andrew Garfield #TonyAwards",0.637,0.244,0.0,0.756,87
186,CBS,Mon Jun 11 00:12:31 +0000 2018,Andrew Garfield wins Best Leading Actor in a Play. #TonyAwards @angelsbway https://t.co/s2VQnw6IPP,0.883,0.563,0.0,0.437,88
187,CBS,Mon Jun 11 00:06:39 +0000 2018,"RT @nightingalen: Love this opening song! @joshgroban
@SaraBarreilles 
#TonyAwards",0.67,0.36,0.0,0.64,89
188,CBS,Mon Jun 11 00:04:15 +0000 2018,✨ @joshgroban and @SaraBareilles take the stage to begin an unforgettable evening. #TonyAwards https://t.co/y9uzlK2DzO,0.0,0.0,0.0,1.0,90
189,CBS,Sun Jun 10 23:59:00 +0000 2018,Grab your popcorn... it's time for the #TonyAwards! Go and stream the entire show now: https://t.co/Wo1algQHix https://t.co/JGYTk4NPDN,0.0,0.0,0.0,1.0,91
190,CBS,Sun Jun 10 23:18:15 +0000 2018,✨ @thegoodfight's Christine Baranski has arrived on the #TonyAwards red carpet! Watch LIVE at 8/7c on CBS! https://t.co/XnXAnPtRrc,0.0,0.0,0.0,1.0,92
191,CBS,Sun Jun 10 22:01:25 +0000 2018,"The hosts have arrived! We're LIVE with @SaraBareilles, @joshgroban and more on the #TonyAwards red carpet hosted b… https://t.co/NtarbgywLe",0.0,0.0,0.0,1.0,93
192,CBS,Sun Jun 10 15:00:01 +0000 2018,Tonight's the night! Join @etnow's @DDirecto on the #TonyAwards' red carpet starting at 5PM ET! https://t.co/hZLOSiIRAT,0.418,0.157,0.0,0.843,94
193,CBS,Sat Jun 09 21:00:02 +0000 2018,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS,0.509,0.155,0.0,0.845,95
194,CBS,Sat Jun 09 16:00:00 +0000 2018,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,0.0,0.0,0.0,1.0,96
195,CBS,Fri Jun 08 19:46:17 +0000 2018,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,0.296,0.18,0.0,0.82,97
196,CBS,Fri Jun 08 15:00:03 +0000 2018,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,0.0,0.0,0.0,1.0,98
197,CBS,Fri Jun 08 13:58:15 +0000 2018,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",0.908,0.436,0.0,0.564,99
198,CBS,Thu Jun 07 17:03:26 +0000 2018,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",0.361,0.128,0.0,0.872,100
199,CBS,Wed Jun 06 21:00:24 +0000 2018,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,0.273,0.176,0.105,0.719,101
200,CNN,Fri Jun 22 20:45:04 +0000 2018,"China's ZTE, which the US government has accused of repeated sanctions violations, has paid a $1 billion fine, a Co… https://t.co/rcixiJUHLS",-0.586,0.077,0.239,0.684,2
201,CNN,Fri Jun 22 20:33:04 +0000 2018,The Republican nominee for a US House seat in New Jersey has said diversity leads to Muslims killing Christians and… https://t.co/hzuv4oNRrZ,-0.66,0.0,0.188,0.812,3
202,CNN,Fri Jun 22 20:23:00 +0000 2018,"Parents and children from Urban Academy, a charter school in Pittsburgh, Pennsylvania, held hands in silence on Fri… https://t.co/v3Zcu1aqU4",0.0,0.0,0.0,1.0,4
203,CNN,Fri Jun 22 20:10:07 +0000 2018,The Trump administration said says it has reunified approximately 500 families separated at the border but the stat… https://t.co/yAXsrQoRhR,0.0,0.0,0.0,1.0,5
204,CNN,Fri Jun 22 20:00:12 +0000 2018,Rep. Ted Lieu played the sounds of crying children from a detention facility on the House floor Friday afternoon. R… https://t.co/XdtBO0Jf7o,-0.494,0.096,0.224,0.68,6
205,CNN,Fri Jun 22 19:59:51 +0000 2018,A far-right pundit appointed to a post at the Department of Health and Human Services listed on her resume past wor… https://t.co/8EPOMwY5xQ,0.0,0.0,0.0,1.0,7
206,CNN,Fri Jun 22 19:51:04 +0000 2018,Rhode Island just became the latest state to try and fail to pass legislation that would put pressure on President… https://t.co/8mQ3zMRKkN,-0.691,0.0,0.231,0.769,8
207,CNN,Fri Jun 22 19:40:09 +0000 2018,Orlando's airport is the first in the US to expand automated facial-recognition technology to all international tra… https://t.co/BW4cjesTRg,0.318,0.119,0.0,0.881,9
208,CNN,Fri Jun 22 19:30:12 +0000 2018,Etsy sellers are confronting unknowns after a new Supreme Court ruling that upends how states handle online sales t… https://t.co/H6sWAMAyPo,0.459,0.162,0.072,0.766,10
209,CNN,Fri Jun 22 19:21:06 +0000 2018,"The House passed the most expansive legislation Congress has taken to date to address the opioid crisis, approving… https://t.co/TxcwByaMAV",-0.625,0.0,0.186,0.814,11
210,CNN,Fri Jun 22 19:11:07 +0000 2018,"The Republican mayor of America's largest border city slams Trump on Mexico: ""His rhetoric is not applicable to El… https://t.co/pSEVh0jSEk",0.0,0.0,0.0,1.0,12
211,CNN,Fri Jun 22 19:01:08 +0000 2018,"Trump describes families of Americans killed by immigrants as ""permanently separated from their loved ones"" https://t.co/TCJIDNF34r",-0.153,0.174,0.201,0.625,13
212,CNN,Fri Jun 22 18:52:08 +0000 2018,T-shirt makers are riffing on Melania Trump's jacket and donating the proceeds to refugee services… https://t.co/4SxFhuv0rz,0.0,0.0,0.0,1.0,14
213,CNN,Fri Jun 22 18:41:10 +0000 2018,Democrats demand answers on how immigrant parents will be reunited with children https://t.co/SQtN0sVymB https://t.co/s5XkXPUAAo,-0.128,0.0,0.103,0.897,15
214,CNN,Fri Jun 22 18:21:05 +0000 2018,"Rising wages are forcing fast-food chains to make a crucial decision: Raise menu prices and risk losing customers,… https://t.co/scZDqQ6qpi",-0.572,0.0,0.227,0.773,16
215,CNN,Fri Jun 22 18:04:22 +0000 2018,"Americans born into poverty are more likely than ever before to stay that way under the Trump administration, accor… https://t.co/SBeyHkuUbk",-0.511,0.0,0.148,0.852,17
216,CNN,Fri Jun 22 17:53:17 +0000 2018,"Actor Dean Cain, who played Superman in ""Lois &amp; Clark: The New Adventures of Superman,"" was just sworn in as a rese… https://t.co/F1qLR9VB21",0.586,0.194,0.0,0.806,18
217,CNN,Fri Jun 22 17:43:05 +0000 2018,Here's how Chipotle is making a comeback https://t.co/G8ELWNTsA7 https://t.co/Fa61nNvtCJ,0.0,0.0,0.0,1.0,19
218,CNN,Fri Jun 22 17:33:55 +0000 2018,"How soybeans -- yes, soybeans -- could impact the midterm elections https://t.co/x1n0mzZAK3 https://t.co/WlMxjuxTsv",0.402,0.184,0.0,0.816,20
219,CNN,Fri Jun 22 17:20:00 +0000 2018,NASA has a new plan to stop asteroids and help scientists detect near-Earth objects they haven't been able to find… https://t.co/M7KR9lndtU,0.128,0.118,0.096,0.786,21
220,CNN,Fri Jun 22 20:45:04 +0000 2018,"China's ZTE, which the US government has accused of repeated sanctions violations, has paid a $1 billion fine, a Co… https://t.co/rcixiJUHLS",-0.586,0.077,0.239,0.684,22
221,CNN,Fri Jun 22 20:33:04 +0000 2018,The Republican nominee for a US House seat in New Jersey has said diversity leads to Muslims killing Christians and… https://t.co/hzuv4oNRrZ,-0.66,0.0,0.188,0.812,23
222,CNN,Fri Jun 22 20:23:00 +0000 2018,"Parents and children from Urban Academy, a charter school in Pittsburgh, Pennsylvania, held hands in silence on Fri… https://t.co/v3Zcu1aqU4",0.0,0.0,0.0,1.0,24
223,CNN,Fri Jun 22 20:10:07 +0000 2018,The Trump administration said says it has reunified approximately 500 families separated at the border but the stat… https://t.co/yAXsrQoRhR,0.0,0.0,0.0,1.0,25
224,CNN,Fri Jun 22 20:00:12 +0000 2018,Rep. Ted Lieu played the sounds of crying children from a detention facility on the House floor Friday afternoon. R… https://t.co/XdtBO0Jf7o,-0.494,0.096,0.224,0.68,26
225,CNN,Fri Jun 22 19:59:51 +0000 2018,A far-right pundit appointed to a post at the Department of Health and Human Services listed on her resume past wor… https://t.co/8EPOMwY5xQ,0.0,0.0,0.0,1.0,27
226,CNN,Fri Jun 22 19:51:04 +0000 2018,Rhode Island just became the latest state to try and fail to pass legislation that would put pressure on President… https://t.co/8mQ3zMRKkN,-0.691,0.0,0.231,0.769,28
227,CNN,Fri Jun 22 19:40:09 +0000 2018,Orlando's airport is the first in the US to expand automated facial-recognition technology to all international tra… https://t.co/BW4cjesTRg,0.318,0.119,0.0,0.881,29
228,CNN,Fri Jun 22 19:30:12 +0000 2018,Etsy sellers are confronting unknowns after a new Supreme Court ruling that upends how states handle online sales t… https://t.co/H6sWAMAyPo,0.459,0.162,0.072,0.766,30
229,CNN,Fri Jun 22 19:21:06 +0000 2018,"The House passed the most expansive legislation Congress has taken to date to address the opioid crisis, approving… https://t.co/TxcwByaMAV",-0.625,0.0,0.186,0.814,31
230,CNN,Fri Jun 22 19:11:07 +0000 2018,"The Republican mayor of America's largest border city slams Trump on Mexico: ""His rhetoric is not applicable to El… https://t.co/pSEVh0jSEk",0.0,0.0,0.0,1.0,32
231,CNN,Fri Jun 22 19:01:08 +0000 2018,"Trump describes families of Americans killed by immigrants as ""permanently separated from their loved ones"" https://t.co/TCJIDNF34r",-0.153,0.174,0.201,0.625,33
232,CNN,Fri Jun 22 18:52:08 +0000 2018,T-shirt makers are riffing on Melania Trump's jacket and donating the proceeds to refugee services… https://t.co/4SxFhuv0rz,0.0,0.0,0.0,1.0,34
233,CNN,Fri Jun 22 18:41:10 +0000 2018,Democrats demand answers on how immigrant parents will be reunited with children https://t.co/SQtN0sVymB https://t.co/s5XkXPUAAo,-0.128,0.0,0.103,0.897,35
234,CNN,Fri Jun 22 18:21:05 +0000 2018,"Rising wages are forcing fast-food chains to make a crucial decision: Raise menu prices and risk losing customers,… https://t.co/scZDqQ6qpi",-0.572,0.0,0.227,0.773,36
235,CNN,Fri Jun 22 18:04:22 +0000 2018,"Americans born into poverty are more likely than ever before to stay that way under the Trump administration, accor… https://t.co/SBeyHkuUbk",-0.511,0.0,0.148,0.852,37
236,CNN,Fri Jun 22 17:53:17 +0000 2018,"Actor Dean Cain, who played Superman in ""Lois &amp; Clark: The New Adventures of Superman,"" was just sworn in as a rese… https://t.co/F1qLR9VB21",0.586,0.194,0.0,0.806,38
237,CNN,Fri Jun 22 17:43:05 +0000 2018,Here's how Chipotle is making a comeback https://t.co/G8ELWNTsA7 https://t.co/Fa61nNvtCJ,0.0,0.0,0.0,1.0,39
238,CNN,Fri Jun 22 17:33:55 +0000 2018,"How soybeans -- yes, soybeans -- could impact the midterm elections https://t.co/x1n0mzZAK3 https://t.co/WlMxjuxTsv",0.402,0.184,0.0,0.816,40
239,CNN,Fri Jun 22 17:20:00 +0000 2018,NASA has a new plan to stop asteroids and help scientists detect near-Earth objects they haven't been able to find… https://t.co/M7KR9lndtU,0.128,0.118,0.096,0.786,41
240,CNN,Fri Jun 22 17:10:00 +0000 2018,Host nation Russia scored five goals against Saudi Arabia and another three against Egypt at this year’s #WorldCup… https://t.co/mpC1WnWo1Q,0.0,0.0,0.0,1.0,42
241,CNN,Fri Jun 22 17:02:20 +0000 2018,GM is bringing back the Chevy Blazer — an SUV classic — for the first time since 2005 https://t.co/8c76T7UoS8 https://t.co/OfZ2HFmbmp,0.0,0.0,0.0,1.0,43
242,CNN,Fri Jun 22 16:57:05 +0000 2018,"Democratic Sen. Jeff Merkley is ""exploring the possibility"" of throwing his hat in the ring in the 2020 presidentia… https://t.co/npUzxsWjHa",0.0,0.0,0.0,1.0,44
243,CNN,Fri Jun 22 16:46:55 +0000 2018,"The US government might send up to 20,000 undocumented immigrant children to housing on US military bases, two defe… https://t.co/MOolweHAxf",0.0,0.0,0.0,1.0,45
244,CNN,Fri Jun 22 16:34:59 +0000 2018,The follow up to one of the biggest movies of all-time is roaring onto movie screens. Here's a preview of 'Jurassic… https://t.co/jI7p2ESbdH,0.0,0.0,0.0,1.0,46
245,CNN,Fri Jun 22 16:20:07 +0000 2018,"An immigrant detained at a federal prison in California has been diagnosed with chickenpox, raising concerns among… https://t.co/8AwRWCKrFm",-0.718,0.0,0.286,0.714,47
246,CNN,Fri Jun 22 16:10:03 +0000 2018,"On Sunday, Saudi Arabia will end the world's only ban on women drivers. Here's what you need to know:… https://t.co/q1BO68oNrJ",-0.557,0.0,0.159,0.841,48
247,CNN,Fri Jun 22 16:00:09 +0000 2018,There's nearly a Nixon 1974 level of public support for impeaching President Trump | Analysis by @zbyronwolf … https://t.co/Xx8EUumfrA,0.402,0.153,0.0,0.847,49
248,CNN,Fri Jun 22 15:50:07 +0000 2018,Not long after President Trump signed an executive order to stop separating children from parents illegally crossin… https://t.co/TkHcAQCqm3,-0.296,0.0,0.115,0.885,50
249,CNN,Fri Jun 22 15:40:07 +0000 2018,"Americans born into poverty are more likely than ever before to stay that way under the Trump administration, accor… https://t.co/qbgYU9BidF",-0.511,0.0,0.148,0.852,51
250,CNN,Fri Jun 22 15:30:09 +0000 2018,Most Americans believe the Russian effort to influence the 2016 presidential election is a serious matter that shou… https://t.co/4aNmOmKQUL,-0.052,0.06,0.071,0.87,52
251,CNN,Fri Jun 22 15:20:10 +0000 2018,"About 56% of US youth have their own social media accounts, according to a report by nonprofit organization Common… https://t.co/Ypt5HsH8ZJ",0.0,0.0,0.0,1.0,53
252,CNN,Fri Jun 22 15:10:05 +0000 2018,A Japanese employee has been docked half a day's pay for repeatedly leaving his desk a few minutes early to eat lun… https://t.co/GWJmheSOUR,-0.103,0.0,0.069,0.931,54
253,CNN,Fri Jun 22 15:00:12 +0000 2018,"How to be an ally to your LGBT friends, relatives and co-workers https://t.co/t2E8t6Vb5u https://t.co/T61eYkDhVU",0.477,0.193,0.0,0.807,55
254,CNN,Fri Jun 22 14:52:00 +0000 2018,Host nation Russia scored five goals against Saudi Arabia and another three against Egypt at this year’s #WorldCup.… https://t.co/KLY1oR5sGn,0.0,0.0,0.0,1.0,56
255,CNN,Fri Jun 22 14:38:56 +0000 2018,JUST IN: Supreme Court rules that the government generally needs a warrant if it wants to track an individual’s loc… https://t.co/0yfBc7q0SS,0.557,0.159,0.0,0.841,57
256,CNN,Fri Jun 22 14:30:09 +0000 2018,Here's why you should probably skip out on an activated charcoal 'detox' https://t.co/G6A03m5dzq https://t.co/IInjfLv29Y,0.0,0.0,0.0,1.0,58
257,CNN,Fri Jun 22 14:20:06 +0000 2018,"First, it was a small bump under her left eye. Five days later, it appeared above the eye. Her upper lip was bulgin… https://t.co/pquLaOMzDU",0.0,0.0,0.0,1.0,59
258,CNN,Fri Jun 22 14:16:57 +0000 2018,"RT @CNNnewsroom: Republican Mayor of El Paso, Texas, reacts to Trump's tweet on 'phony' grief over family separations: ""It's not what we're…",-0.494,0.0,0.132,0.868,60
259,CNN,Fri Jun 22 14:10:03 +0000 2018,"Sen. Marco Rubio says President Trump's ""zero-tolerance"" immigration policy is in line with what Trump campaigned f… https://t.co/MLfO8X10V5",0.0,0.0,0.0,1.0,61
260,CNN,Fri Jun 22 14:00:09 +0000 2018,Tariffs on more than $3 billion worth of American exports to Europe took effect today https://t.co/utMNvvHrwI https://t.co/ji2rm84etm,0.226,0.106,0.0,0.894,62
261,CNN,Fri Jun 22 13:50:59 +0000 2018,How President Trump killed the immigration bill with 1 tweet | Analysis by @CillizzaCNN https://t.co/ZD0k6qE1U8 https://t.co/MyS53A8E5u,-0.67,0.0,0.257,0.743,63
262,CNN,Fri Jun 22 13:28:34 +0000 2018,"Americans born into poverty are more likely than ever before to stay that way under the Trump administration, accor… https://t.co/Jy9nkQT6S5",-0.511,0.0,0.148,0.852,64
263,CNN,Fri Jun 22 13:12:00 +0000 2018,"More than a month apart after being separated at the border, this Guatemalan mother got her 7-year-old son back jus… https://t.co/Czmpi4ahoO",0.0,0.0,0.0,1.0,65
264,CNN,Fri Jun 22 13:04:41 +0000 2018,"President Trump endorses Rep. Martha Roby, an Alabama congresswoman who in 2016 rescinded her endorsement of the th… https://t.co/vv3lGCTx6o",0.572,0.217,0.0,0.783,66
265,CNN,Fri Jun 22 13:02:59 +0000 2018,"ABC will air a Conner family sitcom without star Roseanne Barr, the network has announced. ""The Conners"" is the wor… https://t.co/omDk8IRYbL",0.0,0.0,0.0,1.0,67
266,CNN,Fri Jun 22 12:35:28 +0000 2018,"President Trump says the GOP should ""stop wasting their time on Immigration"" until after the midterms… https://t.co/BjIggceDhQ",-0.599,0.0,0.246,0.754,68
267,CNN,Fri Jun 22 12:20:11 +0000 2018,"How soybeans -- yes, soybeans -- could impact the midterm elections https://t.co/4AsGvxrQox https://t.co/U3k43MqWGW",0.402,0.184,0.0,0.816,69
268,CNN,Fri Jun 22 12:14:24 +0000 2018,Every single person in charge of law and order in this Georgia town is a black woman https://t.co/Gx8V8u472h https://t.co/wVJ8a75u2W,0.0,0.0,0.0,1.0,70
269,CNN,Fri Jun 22 12:06:23 +0000 2018,A Japanese employee has been docked half a day's pay for repeatedly leaving his desk a few minutes early to eat lun… https://t.co/t7lPcGylph,-0.103,0.0,0.069,0.931,71
270,CNN,Fri Jun 22 11:43:53 +0000 2018,NASA has a new plan to stop asteroids and help scientists detect near-Earth objects they haven't been able to find… https://t.co/yKuI8jmjgP,0.128,0.118,0.096,0.786,72
271,CNN,Fri Jun 22 11:30:11 +0000 2018,There's nearly a Nixon 1974 level of public support for impeaching President Trump | Analysis by @zbyronwolf … https://t.co/i1rhHzAjw3,0.402,0.153,0.0,0.847,73
